County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Otsego,1999,Misdemeanor,0,2,10,20,26,58
Putnam,1999,Felony,1,16,28,8,11,64
Putnam,1999,Misdemeanor,0,23,43,43,53,162
Queens,1999,Felony,472,438,71,199,259,1439
Queens,1999,Misdemeanor,0,141,42,237,497,917
Rensselaer,1999,Felony,37,48,46,27,59,217
Rensselaer,1999,Misdemeanor,0,20,20,98,173,311
Richmond,1999,Felony,38,142,7,29,34,250
Richmond,1999,Misdemeanor,0,85,12,81,125,303
Rockland,1999,Felony,19,53,61,61,47,241
Rockland,1999,Misdemeanor,0,44,43,105,103,295
St. Lawrence,1999,Felony,10,15,45,30,37,137
St. Lawrence,1999,Misdemeanor,0,6,29,54,87,176
Saratoga,1999,Felony,9,9,64,21,21,124
Saratoga,1999,Misdemeanor,0,10,25,71,82,188
Schenectady,1999,Felony,7,33,36,28,24,128
Schenectady,1999,Misdemeanor,0,28,15,95,122,260
Schoharie,1999,Felony,0,1,6,4,0,11
Schoharie,1999,Misdemeanor,0,1,6,10,11,28
Schuyler,1999,Felony,1,2,14,13,2,32
Schuyler,1999,Misdemeanor,0,2,1,5,6,14
Seneca,1999,Felony,4,5,13,12,13,47
Seneca,1999,Misdemeanor,0,3,6,10,30,49
Steuben,1999,Felony,24,14,64,41,45,188
Steuben,1999,Misdemeanor,0,11,20,48,84,163
Suffolk,1999,Felony,177,173,431,165,216,1162
Suffolk,1999,Misdemeanor,0,223,987,626,905,2741
Sullivan,1999,Felony,3,11,30,34,27,105
Sullivan,1999,Misdemeanor,0,7,42,58,83,190
Tioga,1999,Felony,5,2,36,11,13,67
Tioga,1999,Misdemeanor,0,4,8,34,42,88
Tompkins,1999,Felony,5,9,24,9,17,64
Tompkins,1999,Misdemeanor,0,7,26,57,71,161
Ulster,1999,Felony,9,22,79,37,24,171
Ulster,1999,Misdemeanor,0,65,38,139,163,405
Warren,1999,Felony,6,5,40,28,23,102
Warren,1999,Misdemeanor,0,10,36,57,59,162
Washington,1999,Felony,2,5,38,12,11,68
Washington,1999,Misdemeanor,0,7,10,38,60,115
Wayne,1999,Felony,5,13,47,26,15,106
Wayne,1999,Misdemeanor,0,9,31,72,77,189
Westchester,1999,Felony,140,127,143,87,92,589
Westchester,1999,Misdemeanor,0,345,218,782,752,2097
Wyoming,1999,Felony,3,1,20,18,10,52
Wyoming,1999,Misdemeanor,0,4,6,26,34,70
Yates,1999,Felony,4,0,9,10,5,28
Yates,1999,Misdemeanor,0,1,3,9,11,24
Unknown,1999,Misdemeanor,0,0,0,0,0,0
Albany,2000,Felony,0,48,35,52,75,210
Albany,2000,Misdemeanor,0,75,80,313,339,807
Allegany,2000,Felony,11,9,9,9,28,66
Allegany,2000,Misdemeanor,0,10,8,31,57,106
Bronx,2000,Felony,265,1033,11,96,186,1591
Bronx,2000,Misdemeanor,0,86,46,218,603,953
Broome,2000,Felony,47,90,83,77,91,388
Broome,2000,Misdemeanor,0,21,43,140,155,359
Cattaraugus,2000,Felony,0,9,40,28,9,86
Cattaraugus,2000,Misdemeanor,0,7,19,51,62,139
Cayuga,2000,Felony,0,11,10,13,10,44
Cayuga,2000,Misdemeanor,0,13,33,51,77,174
Chautauqua,2000,Felony,24,40,62,44,32,202
Chautauqua,2000,Misdemeanor,0,5,46,63,117,231
Chemung,2000,Felony,8,8,58,25,20,119
Chemung,2000,Misdemeanor,0,7,28,54,86,175
Chenango,2000,Felony,1,1,6,22,11,41
Chenango,2000,Misdemeanor,0,3,2,18,39,62
Clinton,2000,Felony,7,3,54,13,30,107
Clinton,2000,Misdemeanor,0,6,29,64,99,198
Columbia,2000,Felony,0,0,15,9,13,37
Columbia,2000,Misdemeanor,0,22,6,51,49,128
Cortland,2000,Felony,4,10,39,30,13,96
Cortland,2000,Misdemeanor,0,6,33,55,71,165
Delaware,2000,Felony,3,3,2,2,2,12
Delaware,2000,Misdemeanor,0,8,12,35,36,91
Dutchess,2000,Felony,3,51,49,52,55,210
Dutchess,2000,Misdemeanor,0,48,150,132,166,496
Erie,2000,Felony,141,160,228,107,191,827
Erie,2000,Misdemeanor,0,139,295,550,577,1561
Essex,2000,Felony,2,9,11,8,12,42
Essex,2000,Misdemeanor,0,5,8,29,41,83
Franklin,2000,Felony,0,4,5,7,2,18
Franklin,2000,Misdemeanor,0,4,24,48,57,133
Fulton,2000,Felony,3,4,8,14,7,36
Fulton,2000,Misdemeanor,0,5,13,20,36,74
Genesee,2000,Felony,16,11,51,10,10,98
Genesee,2000,Misdemeanor,0,5,30,33,74,142
Greene,2000,Felony,4,2,14,9,5,34
Greene,2000,Misdemeanor,0,7,6,43,31,87
Hamilton,2000,Felony,0,0,4,1,1,6
Hamilton,2000,Misdemeanor,0,0,1,1,3,5
Herkimer,2000,Felony,19,3,15,11,13,61
Herkimer,2000,Misdemeanor,0,2,3,37,38,80
Jefferson,2000,Felony,7,24,24,32,20,107
Jefferson,2000,Misdemeanor,0,6,36,74,88,204
Kings,2000,Felony,478,609,29,120,239,1475
Kings,2000,Misdemeanor,0,289,108,316,696,1409
Lewis,2000,Felony,2,1,11,14,8,36
Lewis,2000,Misdemeanor,0,0,2,11,10,23
Livingston,2000,Felony,12,5,55,19,21,112
Livingston,2000,Misdemeanor,0,15,21,58,83,177
Madison,2000,Felony,5,4,26,1,9,45
Madison,2000,Misdemeanor,0,6,24,35,22,87
Monroe,2000,Felony,75,189,164,142,138,708
Monroe,2000,Misdemeanor,0,260,457,720,601,2038
Montgomery,2000,Felony,0,9,19,14,6,48
Montgomery,2000,Misdemeanor,0,5,13,16,25,59
Nassau,2000,Felony,160,227,194,108,162,851
Nassau,2000,Misdemeanor,0,139,433,486,426,1484
New York,2000,Felony,375,1601,9,300,257,2542
New York,2000,Misdemeanor,0,287,67,436,624,1414
Niagara,2000,Felony,7,54,55,44,31,191
Niagara,2000,Misdemeanor,0,28,91,125,192,436
Oneida,2000,Felony,36,31,78,45,47,237
Oneida,2000,Misdemeanor,0,12,19,114,97,242
Onondaga,2000,Felony,82,54,100,112,96,444
Onondaga,2000,Misdemeanor,0,101,184,306,376,967
Ontario,2000,Felony,14,8,62,38,21,143
Ontario,2000,Misdemeanor,0,16,24,67,78,185
Orange,2000,Felony,24,81,113,86,57,361
Orange,2000,Misdemeanor,0,83,78,193,201,555
Orleans,2000,Felony,5,3,3,7,3,21
Orleans,2000,Misdemeanor,0,6,23,33,25,87
Oswego,2000,Felony,10,6,47,57,44,164
Oswego,2000,Misdemeanor,0,3,36,54,93,186
Otsego,2000,Felony,2,0,14,3,2,21
Otsego,2000,Misdemeanor,0,4,13,21,15,53
Putnam,2000,Felony,1,21,22,14,5,63
Putnam,2000,Misdemeanor,0,18,42,29,31,120
Queens,2000,Felony,453,398,56,247,287,1441
Queens,2000,Misdemeanor,0,151,45,308,490,994
Rensselaer,2000,Felony,25,27,46,36,74,208
Rensselaer,2000,Misdemeanor,0,18,32,93,165,308
Richmond,2000,Felony,21,114,5,27,39,206
Richmond,2000,Misdemeanor,0,54,14,89,134,291
Rockland,2000,Felony,16,43,46,64,45,214
Rockland,2000,Misdemeanor,0,45,36,91,115,287
St. Lawrence,2000,Felony,6,34,31,33,33,137
St. Lawrence,2000,Misdemeanor,0,5,20,51,56,132
Saratoga,2000,Felony,9,10,83,22,26,150
Saratoga,2000,Misdemeanor,0,7,36,64,92,199
Schenectady,2000,Felony,9,16,31,12,16,84
Schenectady,2000,Misdemeanor,0,26,11,109,140,286
Schoharie,2000,Felony,0,0,5,3,1,9
Schoharie,2000,Misdemeanor,0,2,4,25,21,52
Schuyler,2000,Felony,3,0,16,18,3,40
Schuyler,2000,Misdemeanor,0,0,5,9,9,23
Seneca,2000,Felony,2,2,10,23,14,51
Seneca,2000,Misdemeanor,0,3,14,14,23,54
Steuben,2000,Felony,21,20,88,35,37,201
Steuben,2000,Misdemeanor,0,4,21,60,70,155
Suffolk,2000,Felony,122,216,353,160,180,1031
Suffolk,2000,Misdemeanor,0,261,1014,692,973,2940
Sullivan,2000,Felony,3,16,43,32,27,121
Sullivan,2000,Misdemeanor,0,13,51,68,52,184
Tioga,2000,Felony,5,2,22,16,16,61
Tioga,2000,Misdemeanor,0,8,11,41,33,93
Tompkins,2000,Felony,12,10,23,10,17,72
Tompkins,2000,Misdemeanor,0,5,38,28,55,126
Ulster,2000,Felony,7,20,77,36,27,167
Ulster,2000,Misdemeanor,0,47,41,98,109,295
Warren,2000,Felony,7,4,28,18,26,83
Warren,2000,Misdemeanor,0,5,35,55,83,178
Washington,2000,Felony,4,6,19,14,15,58
Washington,2000,Misdemeanor,0,3,7,21,48,79
Wayne,2000,Felony,6,10,63,22,17,118
Wayne,2000,Misdemeanor,0,13,22,66,81,182
Westchester,2000,Felony,99,120,133,92,129,573
Westchester,2000,Misdemeanor,0,333,217,730,670,1950
Wyoming,2000,Felony,10,5,21,12,5,53
Wyoming,2000,Misdemeanor,0,1,11,32,38,82
Yates,2000,Felony,2,1,8,6,10,27
Yates,2000,Misdemeanor,0,1,3,10,19,33
Unknown,2000,Misdemeanor,0,0,0,0,0,0
Albany,2001,Felony,10,86,30,89,110,325
Albany,2001,Misdemeanor,0,91,72,335,350,848
Allegany,2001,Felony,11,3,17,7,8,46
Allegany,2001,Misdemeanor,0,3,11,49,34,97
Bronx,2001,Felony,317,926,10,104,163,1520
Bronx,2001,Misdemeanor,0,105,55,187,574,921
Broome,2001,Felony,51,88,79,62,98,378
Broome,2001,Misdemeanor,0,36,28,100,136,300
Cattaraugus,2001,Felony,2,7,39,21,14,83
Cattaraugus,2001,Misdemeanor,0,8,23,48,80,159
Cayuga,2001,Felony,1,9,6,3,10,29
Cayuga,2001,Misdemeanor,0,6,33,51,65,155
Chautauqua,2001,Felony,35,32,51,41,30,189
Chautauqua,2001,Misdemeanor,0,9,39,64,118,230
Chemung,2001,Felony,9,7,42,24,15,97
Chemung,2001,Misdemeanor,0,16,34,57,98,205
Chenango,2001,Felony,2,2,2,13,5,24
Chenango,2001,Misdemeanor,0,2,2,26,24,54
Clinton,2001,Felony,10,7,33,10,15,75
Clinton,2001,Misdemeanor,0,8,23,63,99,193
Columbia,2001,Felony,1,0,24,14,11,50
Columbia,2001,Misdemeanor,0,26,14,43,60,143
Cortland,2001,Felony,7,5,26,10,10,58
Cortland,2001,Misdemeanor,0,2,20,50,55,127
Delaware,2001,Felony,5,4,10,2,2,23
Delaware,2001,Misdemeanor,0,6,14,25,20,65
Dutchess,2001,Felony,3,59,55,52,43,212
Dutchess,2001,Misdemeanor,0,42,156,140,162,500
Erie,2001,Felony,138,181,243,104,153,819
Erie,2001,Misdemeanor,0,121,367,471,572,1531
Essex,2001,Felony,5,1,10,8,10,34
Essex,2001,Misdemeanor,0,2,14,24,46,86
Franklin,2001,Felony,1,4,3,15,7,30
Franklin,2001,Misdemeanor,0,5,19,44,69,137
Fulton,2001,Felony,1,2,11,13,9,36
Fulton,2001,Misdemeanor,0,3,23,17,40,83
Genesee,2001,Felony,16,3,30,11,17,77
Genesee,2001,Misdemeanor,0,11,23,41,48,123
Greene,2001,Felony,5,4,8,3,4,24
Greene,2001,Misdemeanor,0,5,11,44,29,89
Hamilton,2001,Felony,0,0,2,1,0,3
Hamilton,2001,Misdemeanor,0,0,1,2,2,5
Herkimer,2001,Felony,10,8,9,20,19,66
Herkimer,2001,Misdemeanor,0,5,3,29,39,76
Jefferson,2001,Felony,10,24,28,41,28,131
Jefferson,2001,Misdemeanor,0,10,27,47,56,140
Kings,2001,Felony,514,635,35,99,254,1537
Kings,2001,Misdemeanor,0,311,145,290,801,1547
Lewis,2001,Felony,1,0,5,15,3,24
Lewis,2001,Misdemeanor,0,2,2,16,7,27
Livingston,2001,Felony,17,7,67,22,26,139
Livingston,2001,Misdemeanor,0,9,18,42,68,137
Madison,2001,Felony,2,1,6,2,3,14
Madison,2001,Misdemeanor,0,3,13,39,31,86
Monroe,2001,Felony,83,155,197,124,145,704
Monroe,2001,Misdemeanor,0,254,482,737,496,1969
Montgomery,2001,Felony,0,5,15,15,4,39
Montgomery,2001,Misdemeanor,0,5,6,13,18,42
Nassau,2001,Felony,105,242,155,131,144,777
Nassau,2001,Misdemeanor,0,92,430,493,428,1443
New York,2001,Felony,332,1320,9,248,253,2162
New York,2001,Misdemeanor,0,209,28,376,515,1128
Niagara,2001,Felony,3,36,56,25,37,157
Niagara,2001,Misdemeanor,0,48,75,161,154,438
Oneida,2001,Felony,28,38,81,49,30,226
Oneida,2001,Misdemeanor,0,29,26,119,156,330
Onondaga,2001,Felony,58,60,81,83,101,383
Onondaga,2001,Misdemeanor,0,73,166,337,404,980
Ontario,2001,Felony,7,5,71,22,23,128
Ontario,2001,Misdemeanor,0,28,23,50,100,201
Orange,2001,Felony,35,67,131,103,55,391
Orange,2001,Misdemeanor,0,74,64,228,170,536
Orleans,2001,Felony,0,8,2,7,1,18
Orleans,2001,Misdemeanor,0,11,28,30,29,98
Oswego,2001,Felony,3,7,39,45,49,143
Oswego,2001,Misdemeanor,0,3,37,68,95,203
Otsego,2001,Felony,9,1,21,7,9,47
Otsego,2001,Misdemeanor,0,2,8,27,18,55
Putnam,2001,Felony,0,7,26,10,5,48
Putnam,2001,Misdemeanor,0,8,25,21,29,83
Queens,2001,Felony,416,332,64,223,348,1383
Queens,2001,Misdemeanor,0,123,35,328,543,1029
Rensselaer,2001,Felony,22,49,48,14,40,173
Rensselaer,2001,Misdemeanor,0,16,23,84,164,287
Richmond,2001,Felony,24,70,5,28,24,151
Richmond,2001,Misdemeanor,0,47,13,78,100,238
Rockland,2001,Felony,18,31,56,58,37,200
Rockland,2001,Misdemeanor,0,52,43,78,101,274
St. Lawrence,2001,Felony,10,18,48,32,32,140
St. Lawrence,2001,Misdemeanor,0,12,34,50,64,160
Saratoga,2001,Felony,9,19,59,23,30,140
Saratoga,2001,Misdemeanor,0,19,30,85,104,238
Schenectady,2001,Felony,4,24,21,20,36,105
Schenectady,2001,Misdemeanor,0,20,14,111,137,282
Schoharie,2001,Felony,1,5,10,2,5,23
Schoharie,2001,Misdemeanor,0,4,8,18,22,52
Schuyler,2001,Felony,0,0,15,10,4,29
Schuyler,2001,Misdemeanor,0,1,4,5,16,26
Seneca,2001,Felony,4,5,14,15,15,53
Seneca,2001,Misdemeanor,0,2,5,10,21,38
Steuben,2001,Felony,22,17,58,29,30,156
Steuben,2001,Misdemeanor,0,1,32,44,96,173
Suffolk,2001,Felony,117,146,372,154,192,981
Suffolk,2001,Misdemeanor,0,256,814,566,936,2572
Sullivan,2001,Felony,3,19,42,20,31,115
Sullivan,2001,Misdemeanor,0,16,64,55,58,193
Tioga,2001,Felony,8,5,26,17,23,79
Tioga,2001,Misdemeanor,0,1,16,31,43,91
Tompkins,2001,Felony,7,7,28,15,16,73
Tompkins,2001,Misdemeanor,0,8,67,54,55,184
Ulster,2001,Felony,9,14,78,38,25,164
Ulster,2001,Misdemeanor,0,46,38,131,112,327
Warren,2001,Felony,7,5,30,30,27,99
Warren,2001,Misdemeanor,0,8,44,52,76,180
Washington,2001,Felony,4,2,24,12,11,53
Washington,2001,Misdemeanor,0,6,12,25,42,85
Wayne,2001,Felony,5,7,51,24,17,104
Wayne,2001,Misdemeanor,0,5,23,66,74,168
Westchester,2001,Felony,99,109,119,93,107,527
Westchester,2001,Misdemeanor,0,273,150,634,653,1710
Wyoming,2001,Felony,1,3,17,17,16,54
Wyoming,2001,Misdemeanor,0,4,18,31,43,96
Yates,2001,Felony,2,1,8,13,10,34
Yates,2001,Misdemeanor,0,0,0,10,6,16
Unknown,2001,Misdemeanor,0,0,0,0,0,0
Albany,2002,Felony,7,71,42,129,133,382
Albany,2002,Misdemeanor,0,81,78,345,406,910
Allegany,2002,Felony,3,1,15,9,11,39
Allegany,2002,Misdemeanor,0,2,10,36,32,80
Bronx,2002,Felony,356,716,11,145,271,1499
Bronx,2002,Misdemeanor,0,166,70,215,667,1118
Broome,2002,Felony,48,56,73,68,84,329
Broome,2002,Misdemeanor,0,29,32,137,153,351
Cattaraugus,2002,Felony,3,4,42,37,18,104
Cattaraugus,2002,Misdemeanor,0,12,22,80,92,206
Cayuga,2002,Felony,0,13,4,9,14,40
Cayuga,2002,Misdemeanor,0,9,18,55,59,141
Chautauqua,2002,Felony,22,43,55,42,25,187
Chautauqua,2002,Misdemeanor,0,6,47,60,102,215
Chemung,2002,Felony,12,4,40,22,18,96
Chemung,2002,Misdemeanor,0,11,24,66,75,176
Chenango,2002,Felony,3,1,11,16,4,35
Chenango,2002,Misdemeanor,0,2,6,32,38,78
Clinton,2002,Felony,9,6,21,14,18,68
Clinton,2002,Misdemeanor,0,15,24,84,81,204
Columbia,2002,Felony,5,8,28,18,11,70
Columbia,2002,Misdemeanor,0,39,15,37,74,165
Cortland,2002,Felony,4,2,17,19,7,49
Cortland,2002,Misdemeanor,0,2,33,52,67,154
Delaware,2002,Felony,6,3,7,5,2,23
Delaware,2002,Misdemeanor,0,3,12,26,29,70
Dutchess,2002,Felony,1,54,49,56,42,202
Dutchess,2002,Misdemeanor,0,49,125,151,165,490
Erie,2002,Felony,91,213,285,70,156,815
Erie,2002,Misdemeanor,0,143,354,488,484,1469
Essex,2002,Felony,1,1,9,12,5,28
Essex,2002,Misdemeanor,0,7,15,42,47,111
Franklin,2002,Felony,4,4,15,18,8,49
Franklin,2002,Misdemeanor,0,14,23,41,63,141
Fulton,2002,Felony,0,5,9,11,6,31
Fulton,2002,Misdemeanor,0,1,12,22,39,74
Genesee,2002,Felony,23,2,35,11,16,87
Genesee,2002,Misdemeanor,0,3,17,28,46,94
Greene,2002,Felony,3,2,10,3,6,24
Greene,2002,Misdemeanor,0,8,16,34,34,92
Hamilton,2002,Felony,0,2,3,0,2,7
Hamilton,2002,Misdemeanor,0,0,0,4,5,9
Herkimer,2002,Felony,16,8,21,7,13,65
Herkimer,2002,Misdemeanor,0,3,8,21,29,61
Jefferson,2002,Felony,17,23,23,35,34,132
Jefferson,2002,Misdemeanor,0,17,23,66,76,182
Kings,2002,Felony,480,440,36,130,241,1327
Kings,2002,Misdemeanor,0,255,135,246,712,1348
Lewis,2002,Felony,3,2,1,8,1,15
Lewis,2002,Misdemeanor,0,1,9,9,22,41
Livingston,2002,Felony,5,8,50,22,25,110
Livingston,2002,Misdemeanor,0,16,12,43,48,119
Madison,2002,Felony,2,0,13,6,0,21
Madison,2002,Misdemeanor,0,8,12,53,40,113
Monroe,2002,Felony,87,143,271,159,146,806
Monroe,2002,Misdemeanor,0,191,365,613,436,1605
Montgomery,2002,Felony,0,11,8,20,9,48
Montgomery,2002,Misdemeanor,0,5,5,16,21,47
Nassau,2002,Felony,151,212,169,122,112,766
Nassau,2002,Misdemeanor,0,112,535,477,502,1626
New York,2002,Felony,342,977,13,277,310,1919
New York,2002,Misdemeanor,0,179,24,362,536,1101
Niagara,2002,Felony,11,34,48,26,41,160
Niagara,2002,Misdemeanor,0,35,60,112,163,370
Oneida,2002,Felony,46,30,82,68,42,268
Oneida,2002,Misdemeanor,0,21,15,125,141,302
Onondaga,2002,Felony,63,60,81,94,102,400
Onondaga,2002,Misdemeanor,0,74,119,361,345,899
Ontario,2002,Felony,12,7,45,32,26,122
Ontario,2002,Misdemeanor,0,23,20,66,84,193
Orange,2002,Felony,44,84,147,146,102,523
Orange,2002,Misdemeanor,0,44,71,193,187,495
Orleans,2002,Felony,0,3,2,12,3,20
Orleans,2002,Misdemeanor,0,4,19,26,40,89
Oswego,2002,Felony,2,12,29,36,21,100
Oswego,2002,Misdemeanor,0,9,46,83,83,221
Otsego,2002,Felony,2,0,14,4,9,29
Otsego,2002,Misdemeanor,0,0,7,19,11,37
Putnam,2002,Felony,1,4,12,6,4,27
Putnam,2002,Misdemeanor,0,9,24,31,37,101
Queens,2002,Felony,463,219,57,235,321,1295
Queens,2002,Misdemeanor,0,107,47,334,572,1060
Rensselaer,2002,Felony,19,17,43,16,47,142
Rensselaer,2002,Misdemeanor,0,14,17,88,174,293
Richmond,2002,Felony,23,38,14,33,57,165
Richmond,2002,Misdemeanor,0,30,15,48,80,173
Rockland,2002,Felony,15,27,34,58,42,176
Rockland,2002,Misdemeanor,0,40,44,103,100,287
St. Lawrence,2002,Felony,11,21,55,50,43,180
St. Lawrence,2002,Misdemeanor,0,12,27,51,65,155
Saratoga,2002,Felony,7,12,51,15,40,125
Saratoga,2002,Misdemeanor,0,9,26,96,69,200
Schenectady,2002,Felony,6,4,18,17,22,67
Schenectady,2002,Misdemeanor,0,22,5,131,139,297
Schoharie,2002,Felony,1,2,6,5,9,23
Schoharie,2002,Misdemeanor,0,4,8,19,23,54
Schuyler,2002,Felony,0,1,12,4,0,17
Schuyler,2002,Misdemeanor,0,1,1,8,17,27
Seneca,2002,Felony,3,2,13,10,8,36
Seneca,2002,Misdemeanor,0,2,5,16,25,48
Steuben,2002,Felony,13,4,50,28,48,143
Steuben,2002,Misdemeanor,0,6,22,31,76,135
Suffolk,2002,Felony,125,140,282,150,168,865
Suffolk,2002,Misdemeanor,0,250,853,608,814,2525
Sullivan,2002,Felony,4,20,47,30,19,120
Sullivan,2002,Misdemeanor,0,22,52,54,71,199
Tioga,2002,Felony,5,1,29,33,14,82
Tioga,2002,Misdemeanor,0,9,14,17,45,85
Tompkins,2002,Felony,9,8,22,22,20,81
Tompkins,2002,Misdemeanor,0,10,53,49,67,179
Ulster,2002,Felony,10,21,79,40,25,175
Ulster,2002,Misdemeanor,0,23,34,97,96,250
Warren,2002,Felony,3,10,32,38,22,105
Warren,2002,Misdemeanor,0,14,45,72,75,206
Washington,2002,Felony,1,4,16,13,6,40
Washington,2002,Misdemeanor,0,8,12,19,29,68
Wayne,2002,Felony,17,3,59,45,31,155
Wayne,2002,Misdemeanor,0,10,25,60,82,177
Westchester,2002,Felony,129,101,112,110,93,545
Westchester,2002,Misdemeanor,0,283,127,602,602,1614
Wyoming,2002,Felony,0,3,23,17,8,51
Wyoming,2002,Misdemeanor,0,3,20,20,29,72
Yates,2002,Felony,3,3,5,11,9,31
Yates,2002,Misdemeanor,0,2,1,12,19,34
Unknown,2002,Misdemeanor,0,0,0,0,0,0
Albany,2003,Felony,16,84,19,101,143,363
Albany,2003,Misdemeanor,0,96,68,316,453,933
Allegany,2003,Felony,5,2,6,12,6,31
Allegany,2003,Misdemeanor,0,2,7,19,37,65
Bronx,2003,Felony,320,610,29,116,251,1326
Bronx,2003,Misdemeanor,0,188,62,225,702,1177
Broome,2003,Felony,54,64,64,55,73,310
Broome,2003,Misdemeanor,0,17,28,136,152,333
Cattaraugus,2003,Felony,0,3,40,36,8,87
Cattaraugus,2003,Misdemeanor,0,7,22,56,94,179
Cayuga,2003,Felony,2,14,1,13,8,38
Cayuga,2003,Misdemeanor,0,8,41,44,48,141
Chautauqua,2003,Felony,13,45,70,36,22,186
Chautauqua,2003,Misdemeanor,0,19,26,58,109,212
Chemung,2003,Felony,10,3,28,21,12,74
Chemung,2003,Misdemeanor,0,12,23,76,86,197
Chenango,2003,Felony,6,7,6,8,7,34
Chenango,2003,Misdemeanor,0,2,5,27,21,55
Clinton,2003,Felony,2,8,22,10,13,55
Clinton,2003,Misdemeanor,0,11,21,67,78,177
Columbia,2003,Felony,4,6,18,27,18,73
Columbia,2003,Misdemeanor,0,19,7,29,44,99
Cortland,2003,Felony,4,8,26,12,9,59
Cortland,2003,Misdemeanor,0,4,36,53,69,162
Delaware,2003,Felony,6,7,3,6,5,27
Delaware,2003,Misdemeanor,0,3,8,27,33,71
Dutchess,2003,Felony,8,65,43,52,42,210
