County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Franklin,1974,Felony,0,2,0,9,1,12
Franklin,1974,Misdemeanor,0,2,1,6,5,14
Fulton,1974,Felony,0,4,2,6,1,13
Fulton,1974,Misdemeanor,0,10,0,24,5,39
Genesee,1974,Felony,0,1,2,2,2,7
Genesee,1974,Misdemeanor,0,8,6,18,12,44
Greene,1974,Felony,1,5,1,18,8,33
Greene,1974,Misdemeanor,0,3,1,27,6,37
Hamilton,1974,Felony,0,3,0,2,1,6
Hamilton,1974,Misdemeanor,0,1,1,0,0,2
Herkimer,1974,Felony,0,1,0,4,2,7
Herkimer,1974,Misdemeanor,0,4,0,9,4,17
Jefferson,1974,Felony,1,0,0,10,0,11
Jefferson,1974,Misdemeanor,0,5,0,15,4,24
Kings,1974,Felony,147,67,15,193,739,1161
Kings,1974,Misdemeanor,0,81,33,1079,813,2006
Lewis,1974,Felony,0,0,1,1,1,3
Lewis,1974,Misdemeanor,0,1,0,23,11,35
Livingston,1974,Felony,0,0,0,3,2,5
Livingston,1974,Misdemeanor,0,2,4,8,4,18
Madison,1974,Felony,1,1,0,11,1,14
Madison,1974,Misdemeanor,0,5,0,10,9,24
Monroe,1974,Felony,10,22,7,76,41,156
Monroe,1974,Misdemeanor,0,89,23,263,108,483
Montgomery,1974,Felony,0,1,0,3,1,5
Montgomery,1974,Misdemeanor,0,4,0,16,11,31
Nassau,1974,Felony,18,33,40,56,80,227
Nassau,1974,Misdemeanor,0,98,94,209,205,606
New York,1974,Felony,64,97,2,136,568,867
New York,1974,Misdemeanor,0,286,14,1117,786,2203
Niagara,1974,Felony,2,11,0,9,2,24
Niagara,1974,Misdemeanor,0,22,2,74,26,124
Oneida,1974,Felony,5,30,3,30,8,76
Oneida,1974,Misdemeanor,0,35,2,69,42,148
Onondaga,1974,Felony,14,37,1,57,15,124
Onondaga,1974,Misdemeanor,0,33,7,87,42,169
Ontario,1974,Felony,2,7,1,19,1,30
Ontario,1974,Misdemeanor,0,9,2,37,17,65
Orange,1974,Felony,0,9,6,17,10,42
Orange,1974,Misdemeanor,0,36,8,79,47,170
Orleans,1974,Felony,0,0,1,4,1,6
Orleans,1974,Misdemeanor,0,6,0,7,6,19
Oswego,1974,Felony,0,3,0,19,1,23
Oswego,1974,Misdemeanor,0,6,0,14,3,23
Otsego,1974,Felony,0,3,0,0,1,4
Otsego,1974,Misdemeanor,0,7,1,7,1,16
Putnam,1974,Felony,0,1,0,3,0,4
Putnam,1974,Misdemeanor,0,1,0,1,0,2
Queens,1974,Felony,27,28,0,94,202,351
Queens,1974,Misdemeanor,0,95,17,544,236,892
Rensselaer,1974,Felony,1,2,0,6,4,13
Rensselaer,1974,Misdemeanor,0,11,1,65,17,94
Richmond,1974,Felony,13,21,0,40,30,104
Richmond,1974,Misdemeanor,0,8,5,48,55,116
Rockland,1974,Felony,0,1,0,8,4,13
Rockland,1974,Misdemeanor,0,22,3,71,25,121
St. Lawrence,1974,Felony,0,1,0,4,2,7
St. Lawrence,1974,Misdemeanor,0,5,0,18,9,32
Saratoga,1974,Felony,0,2,0,5,3,10
Saratoga,1974,Misdemeanor,0,5,2,13,4,24
Schenectady,1974,Felony,4,5,1,9,5,24
Schenectady,1974,Misdemeanor,0,8,1,33,8,50
Schoharie,1974,Felony,0,0,0,0,0,0
Schoharie,1974,Misdemeanor,0,0,0,9,2,11
Schuyler,1974,Felony,0,2,1,3,0,6
Schuyler,1974,Misdemeanor,0,6,0,11,5,22
Seneca,1974,Felony,0,0,0,1,0,1
Seneca,1974,Misdemeanor,0,2,0,15,7,24
Steuben,1974,Felony,0,2,1,5,1,9
Steuben,1974,Misdemeanor,0,5,0,38,8,51
Suffolk,1974,Felony,5,29,4,33,66,137
Suffolk,1974,Misdemeanor,0,157,166,353,255,931
Sullivan,1974,Felony,2,4,1,8,6,21
Sullivan,1974,Misdemeanor,0,10,21,15,9,55
Tioga,1974,Felony,2,1,1,21,3,28
Tioga,1974,Misdemeanor,0,1,0,9,4,14
Tompkins,1974,Felony,1,21,1,13,5,41
Tompkins,1974,Misdemeanor,0,4,0,10,11,25
Ulster,1974,Felony,4,8,0,8,7,27
Ulster,1974,Misdemeanor,0,5,0,21,9,35
Warren,1974,Felony,1,3,0,4,2,10
Warren,1974,Misdemeanor,0,1,2,37,7,47
Washington,1974,Felony,0,2,0,6,4,12
Washington,1974,Misdemeanor,0,0,0,12,10,22
Wayne,1974,Felony,0,4,10,37,5,56
Wayne,1974,Misdemeanor,0,2,2,15,3,22
Westchester,1974,Felony,19,45,19,53,36,172
Westchester,1974,Misdemeanor,0,88,27,169,120,404
Wyoming,1974,Felony,0,1,0,4,2,7
Wyoming,1974,Misdemeanor,0,1,2,7,4,14
Yates,1974,Felony,0,0,0,2,0,2
Yates,1974,Misdemeanor,0,1,0,5,0,6
Unknown,1974,Misdemeanor,0,0,0,0,0,0
Albany,1975,Felony,3,9,4,40,20,76
Albany,1975,Misdemeanor,0,22,6,183,84,295
Allegany,1975,Felony,0,0,0,2,0,2
Allegany,1975,Misdemeanor,0,1,1,23,4,29
Bronx,1975,Felony,20,25,0,67,217,329
Bronx,1975,Misdemeanor,0,52,6,530,245,833
Broome,1975,Felony,21,23,3,101,25,173
Broome,1975,Misdemeanor,0,7,0,16,17,40
Cattaraugus,1975,Felony,1,0,1,1,1,4
Cattaraugus,1975,Misdemeanor,0,6,1,38,17,62
Cayuga,1975,Felony,1,0,1,7,2,11
Cayuga,1975,Misdemeanor,0,2,1,4,2,9
Chautauqua,1975,Felony,2,0,2,19,3,26
Chautauqua,1975,Misdemeanor,0,13,2,61,30,106
Chemung,1975,Felony,14,10,5,56,10,95
Chemung,1975,Misdemeanor,0,2,9,14,5,30
Chenango,1975,Felony,0,1,0,3,1,5
Chenango,1975,Misdemeanor,0,4,2,23,13,42
Clinton,1975,Felony,1,9,0,8,3,21
Clinton,1975,Misdemeanor,0,3,0,10,7,20
Columbia,1975,Felony,1,4,0,12,4,21
Columbia,1975,Misdemeanor,0,9,1,27,10,47
Cortland,1975,Felony,1,1,1,19,4,26
Cortland,1975,Misdemeanor,0,3,1,18,13,35
Delaware,1975,Felony,0,4,0,13,0,17
Delaware,1975,Misdemeanor,0,2,0,7,3,12
Dutchess,1975,Felony,1,10,1,55,10,77
Dutchess,1975,Misdemeanor,0,12,4,102,33,151
Erie,1975,Felony,7,48,6,58,76,195
Erie,1975,Misdemeanor,0,158,105,491,316,1070
Essex,1975,Felony,1,0,0,3,2,6
Essex,1975,Misdemeanor,0,4,0,17,3,24
Franklin,1975,Felony,3,10,0,10,0,23
Franklin,1975,Misdemeanor,0,2,0,10,4,16
Fulton,1975,Felony,3,2,1,11,2,19
Fulton,1975,Misdemeanor,0,5,0,29,8,42
Genesee,1975,Felony,2,2,6,10,1,21
Genesee,1975,Misdemeanor,0,4,3,25,12,44
Greene,1975,Felony,1,6,1,14,5,27
Greene,1975,Misdemeanor,0,15,3,30,9,57
Hamilton,1975,Felony,0,4,0,3,2,9
Hamilton,1975,Misdemeanor,0,0,0,3,2,5
Herkimer,1975,Felony,1,6,0,2,0,9
Herkimer,1975,Misdemeanor,0,5,0,12,0,17
Jefferson,1975,Felony,1,3,0,12,4,20
Jefferson,1975,Misdemeanor,0,8,1,15,7,31
Kings,1975,Felony,159,64,9,232,815,1279
Kings,1975,Misdemeanor,0,101,24,1350,683,2158
Lewis,1975,Felony,0,1,0,0,1,2
Lewis,1975,Misdemeanor,0,3,0,18,4,25
Livingston,1975,Felony,0,6,0,3,0,9
Livingston,1975,Misdemeanor,0,2,1,16,4,23
Madison,1975,Felony,1,1,3,15,0,20
Madison,1975,Misdemeanor,0,2,1,19,7,29
Monroe,1975,Felony,5,40,10,134,42,231
Monroe,1975,Misdemeanor,0,57,14,286,121,478
Montgomery,1975,Felony,0,0,0,2,0,2
Montgomery,1975,Misdemeanor,0,0,0,17,2,19
Nassau,1975,Felony,23,51,73,111,85,343
Nassau,1975,Misdemeanor,0,121,198,475,289,1083
New York,1975,Felony,123,108,1,107,463,802
New York,1975,Misdemeanor,0,344,14,1313,590,2261
Niagara,1975,Felony,0,17,0,11,5,33
Niagara,1975,Misdemeanor,0,31,6,109,31,177
Oneida,1975,Felony,5,36,8,50,23,122
Oneida,1975,Misdemeanor,0,23,6,93,45,167
Onondaga,1975,Felony,18,43,15,63,17,156
Onondaga,1975,Misdemeanor,0,31,15,96,40,182
Ontario,1975,Felony,6,3,0,20,0,29
Ontario,1975,Misdemeanor,0,5,4,27,12,48
Orange,1975,Felony,4,2,18,16,14,54
Orange,1975,Misdemeanor,0,32,10,78,51,171
Orleans,1975,Felony,4,0,4,6,1,15
Orleans,1975,Misdemeanor,0,2,2,21,18,43
Oswego,1975,Felony,0,2,1,27,3,33
Oswego,1975,Misdemeanor,0,5,0,21,5,31
Otsego,1975,Felony,0,2,0,5,2,9
Otsego,1975,Misdemeanor,0,2,1,14,3,20
Putnam,1975,Felony,0,0,1,1,0,2
Putnam,1975,Misdemeanor,0,3,0,4,5,12
Queens,1975,Felony,42,44,1,133,293,513
Queens,1975,Misdemeanor,0,88,11,715,245,1059
Rensselaer,1975,Felony,0,2,0,9,5,16
Rensselaer,1975,Misdemeanor,0,8,1,48,34,91
Richmond,1975,Felony,18,5,2,35,24,84
Richmond,1975,Misdemeanor,0,4,3,61,35,103
Rockland,1975,Felony,1,3,2,5,11,22
Rockland,1975,Misdemeanor,0,15,3,76,30,124
St. Lawrence,1975,Felony,1,2,1,9,1,14
St. Lawrence,1975,Misdemeanor,0,7,0,20,10,37
Saratoga,1975,Felony,4,4,0,15,2,25
Saratoga,1975,Misdemeanor,0,6,0,11,5,22
Schenectady,1975,Felony,2,9,0,19,3,33
Schenectady,1975,Misdemeanor,0,6,2,44,12,64
Schoharie,1975,Felony,0,0,0,1,0,1
Schoharie,1975,Misdemeanor,0,4,0,7,2,13
Schuyler,1975,Felony,0,0,0,3,1,4
Schuyler,1975,Misdemeanor,0,3,0,20,6,29
Seneca,1975,Felony,0,0,0,1,0,1
Seneca,1975,Misdemeanor,0,4,1,15,4,24
Steuben,1975,Felony,2,4,0,11,25,42
Steuben,1975,Misdemeanor,0,7,0,46,17,70
Suffolk,1975,Felony,21,41,4,94,94,254
Suffolk,1975,Misdemeanor,0,156,258,624,268,1306
Sullivan,1975,Felony,3,0,2,4,0,9
Sullivan,1975,Misdemeanor,0,9,0,41,15,65
Tioga,1975,Felony,1,5,0,7,2,15
Tioga,1975,Misdemeanor,0,1,0,4,4,9
Tompkins,1975,Felony,1,2,0,12,6,21
Tompkins,1975,Misdemeanor,0,16,4,16,4,40
Ulster,1975,Felony,1,7,0,20,8,36
Ulster,1975,Misdemeanor,0,4,0,24,15,43
Warren,1975,Felony,2,2,0,4,1,9
Warren,1975,Misdemeanor,0,11,0,27,11,49
Washington,1975,Felony,2,0,2,2,0,6
Washington,1975,Misdemeanor,0,2,0,6,2,10
Wayne,1975,Felony,4,2,7,21,2,36
Wayne,1975,Misdemeanor,0,5,0,12,11,28
Westchester,1975,Felony,12,51,39,113,70,285
Westchester,1975,Misdemeanor,0,64,14,275,146,499
Wyoming,1975,Felony,4,1,0,10,0,15
Wyoming,1975,Misdemeanor,0,1,2,5,6,14
Yates,1975,Felony,0,0,0,15,2,17
Yates,1975,Misdemeanor,0,2,0,2,4,8
Unknown,1975,Misdemeanor,0,0,0,0,0,0
Albany,1976,Felony,5,8,3,52,13,81
Albany,1976,Misdemeanor,0,35,17,207,98,357
Allegany,1976,Felony,0,1,0,1,2,4
Allegany,1976,Misdemeanor,0,0,0,25,6,31
Bronx,1976,Felony,52,38,0,99,243,432
Bronx,1976,Misdemeanor,0,20,0,387,185,592
Broome,1976,Felony,14,19,9,98,28,168
Broome,1976,Misdemeanor,0,3,0,24,6,33
Cattaraugus,1976,Felony,0,3,0,1,0,4
Cattaraugus,1976,Misdemeanor,0,5,0,44,9,58
Cayuga,1976,Felony,0,0,0,11,0,11
Cayuga,1976,Misdemeanor,0,0,0,12,3,15
Chautauqua,1976,Felony,1,1,1,17,4,24
Chautauqua,1976,Misdemeanor,0,3,4,47,25,79
Chemung,1976,Felony,4,16,6,23,7,56
Chemung,1976,Misdemeanor,0,1,10,19,8,38
Chenango,1976,Felony,0,1,0,2,0,3
Chenango,1976,Misdemeanor,0,7,0,28,7,42
Clinton,1976,Felony,1,2,0,13,2,18
Clinton,1976,Misdemeanor,0,1,1,19,10,31
Columbia,1976,Felony,0,3,0,2,1,6
Columbia,1976,Misdemeanor,0,4,2,29,12,47
Cortland,1976,Felony,0,2,2,12,6,22
Cortland,1976,Misdemeanor,0,7,4,18,10,39
Delaware,1976,Felony,0,2,0,7,0,9
Delaware,1976,Misdemeanor,0,1,0,9,2,12
Dutchess,1976,Felony,9,3,1,63,17,93
Dutchess,1976,Misdemeanor,0,14,5,142,46,207
Erie,1976,Felony,20,42,13,51,67,193
Erie,1976,Misdemeanor,0,126,97,517,344,1084
Essex,1976,Felony,1,0,0,3,0,4
Essex,1976,Misdemeanor,0,3,1,19,3,26
Franklin,1976,Felony,0,5,0,11,1,17
Franklin,1976,Misdemeanor,0,8,0,11,2,21
Fulton,1976,Felony,2,2,1,5,0,10
Fulton,1976,Misdemeanor,0,11,1,30,8,50
Genesee,1976,Felony,3,2,3,6,0,14
Genesee,1976,Misdemeanor,0,6,0,41,27,74
Greene,1976,Felony,2,5,4,20,3,34
Greene,1976,Misdemeanor,0,10,6,51,15,82
Hamilton,1976,Felony,0,1,0,1,0,2
Hamilton,1976,Misdemeanor,0,1,0,2,2,5
Herkimer,1976,Felony,1,2,0,4,2,9
Herkimer,1976,Misdemeanor,0,3,0,19,8,30
Jefferson,1976,Felony,0,3,0,10,3,16
Jefferson,1976,Misdemeanor,0,4,6,21,11,42
Kings,1976,Felony,124,48,2,173,636,983
Kings,1976,Misdemeanor,0,92,21,1285,548,1946
Lewis,1976,Felony,0,0,0,6,1,7
Lewis,1976,Misdemeanor,0,0,0,21,1,22
Livingston,1976,Felony,0,2,0,17,2,21
Livingston,1976,Misdemeanor,0,2,3,21,6,32
Madison,1976,Felony,0,1,0,7,2,10
Madison,1976,Misdemeanor,0,3,1,15,7,26
Monroe,1976,Felony,10,23,20,120,78,251
Monroe,1976,Misdemeanor,0,37,5,265,114,421
Montgomery,1976,Felony,0,0,0,4,1,5
Montgomery,1976,Misdemeanor,0,3,0,21,6,30
Nassau,1976,Felony,19,76,28,129,90,342
Nassau,1976,Misdemeanor,0,117,257,548,320,1242
New York,1976,Felony,88,76,0,73,299,536
New York,1976,Misdemeanor,0,268,6,969,438,1681
Niagara,1976,Felony,2,5,1,17,10,35
Niagara,1976,Misdemeanor,0,14,2,106,24,146
Oneida,1976,Felony,3,15,19,39,11,87
Oneida,1976,Misdemeanor,0,10,4,63,30,107
Onondaga,1976,Felony,6,26,13,68,36,149
Onondaga,1976,Misdemeanor,0,18,10,69,34,131
Ontario,1976,Felony,0,3,7,31,0,41
Ontario,1976,Misdemeanor,0,5,1,28,16,50
Orange,1976,Felony,0,10,8,24,10,52
Orange,1976,Misdemeanor,0,33,5,85,34,157
Orleans,1976,Felony,0,1,5,7,0,13
Orleans,1976,Misdemeanor,0,3,2,9,7,21
Oswego,1976,Felony,0,3,7,30,8,48
Oswego,1976,Misdemeanor,0,3,0,23,5,31
Otsego,1976,Felony,0,1,1,1,0,3
Otsego,1976,Misdemeanor,0,3,0,9,6,18
Putnam,1976,Felony,1,0,0,1,0,2
Putnam,1976,Misdemeanor,0,0,0,5,2,7
Queens,1976,Felony,25,39,2,110,219,395
Queens,1976,Misdemeanor,0,77,13,610,174,874
Rensselaer,1976,Felony,0,3,1,8,7,19
Rensselaer,1976,Misdemeanor,0,7,1,49,18,75
Richmond,1976,Felony,13,6,1,30,21,71
Richmond,1976,Misdemeanor,0,3,3,44,15,65
Rockland,1976,Felony,0,13,1,31,11,56
Rockland,1976,Misdemeanor,0,17,2,50,24,93
St. Lawrence,1976,Felony,0,3,0,10,2,15
St. Lawrence,1976,Misdemeanor,0,10,0,28,15,53
Saratoga,1976,Felony,1,3,0,15,7,26
Saratoga,1976,Misdemeanor,0,8,0,24,8,40
Schenectady,1976,Felony,4,10,0,31,1,46
Schenectady,1976,Misdemeanor,0,2,0,59,20,81
Schoharie,1976,Felony,1,0,0,0,0,1
Schoharie,1976,Misdemeanor,0,1,0,6,6,13
Schuyler,1976,Felony,0,0,0,2,1,3
Schuyler,1976,Misdemeanor,0,5,2,20,11,38
Seneca,1976,Felony,0,0,0,3,0,3
Seneca,1976,Misdemeanor,0,0,2,12,2,16
Steuben,1976,Felony,0,2,1,17,4,24
Steuben,1976,Misdemeanor,0,4,0,24,12,40
Suffolk,1976,Felony,17,56,7,131,80,291
Suffolk,1976,Misdemeanor,0,106,163,847,298,1414
Sullivan,1976,Felony,0,0,0,6,4,10
Sullivan,1976,Misdemeanor,0,1,4,46,9,60
Tioga,1976,Felony,1,15,1,10,1,28
Tioga,1976,Misdemeanor,0,0,1,9,3,13
Tompkins,1976,Felony,0,2,0,12,1,15
Tompkins,1976,Misdemeanor,0,3,2,29,6,40
Ulster,1976,Felony,4,4,0,20,8,36
Ulster,1976,Misdemeanor,0,10,0,39,24,73
Warren,1976,Felony,1,0,0,0,2,3
Warren,1976,Misdemeanor,0,5,0,27,5,37
Washington,1976,Felony,0,0,1,1,1,3
Washington,1976,Misdemeanor,0,3,0,12,3,18
Wayne,1976,Felony,0,3,7,19,4,33
Wayne,1976,Misdemeanor,0,6,1,16,6,29
Westchester,1976,Felony,13,53,55,113,52,286
Westchester,1976,Misdemeanor,0,63,7,269,196,535
Wyoming,1976,Felony,1,0,0,12,4,17
Wyoming,1976,Misdemeanor,0,2,0,5,3,10
Yates,1976,Felony,0,0,0,3,0,3
Yates,1976,Misdemeanor,0,3,3,4,2,12
Unknown,1976,Misdemeanor,0,0,0,0,0,0
Albany,1977,Felony,1,2,4,20,8,35
Albany,1977,Misdemeanor,0,10,19,110,56,195
Allegany,1977,Felony,1,0,0,6,0,7
Allegany,1977,Misdemeanor,0,0,0,16,0,16
Bronx,1977,Felony,38,45,0,107,195,385
Bronx,1977,Misdemeanor,0,20,9,541,251,821
Broome,1977,Felony,6,13,7,57,6,89
Broome,1977,Misdemeanor,0,2,3,12,15,32
Cattaraugus,1977,Felony,0,0,0,2,2,4
Cattaraugus,1977,Misdemeanor,0,1,0,9,5,15
Cayuga,1977,Felony,0,0,0,8,0,8
Cayuga,1977,Misdemeanor,0,0,0,8,0,8
Chautauqua,1977,Felony,1,0,0,9,1,11
Chautauqua,1977,Misdemeanor,0,4,4,29,11,48
Chemung,1977,Felony,4,6,7,24,10,51
Chemung,1977,Misdemeanor,0,0,2,8,4,14
Chenango,1977,Felony,0,0,1,2,0,3
Chenango,1977,Misdemeanor,0,0,0,12,2,14
Clinton,1977,Felony,0,3,1,9,2,15
Clinton,1977,Misdemeanor,0,2,0,9,1,12
Columbia,1977,Felony,0,0,0,1,0,1
Columbia,1977,Misdemeanor,0,1,0,10,4,15
Cortland,1977,Felony,3,0,3,5,3,14
Cortland,1977,Misdemeanor,0,3,3,8,3,17
Delaware,1977,Felony,0,0,0,4,3,7
Delaware,1977,Misdemeanor,0,0,0,11,3,14
Dutchess,1977,Felony,1,0,2,34,11,48
Dutchess,1977,Misdemeanor,0,6,2,55,18,81
Erie,1977,Felony,15,26,15,62,48,166
Erie,1977,Misdemeanor,0,43,53,304,160,560
Essex,1977,Felony,0,1,0,4,1,6
Essex,1977,Misdemeanor,0,0,0,3,1,4
Franklin,1977,Felony,1,0,1,4,2,8
Franklin,1977,Misdemeanor,0,2,0,10,3,15
Fulton,1977,Felony,0,0,0,2,1,3
Fulton,1977,Misdemeanor,0,3,5,10,8,26
Genesee,1977,Felony,2,0,1,9,2,14
Genesee,1977,Misdemeanor,0,1,1,5,5,12
Greene,1977,Felony,0,3,0,13,5,21
Greene,1977,Misdemeanor,0,4,1,29,16,50
Hamilton,1977,Felony,1,0,0,0,0,1
Hamilton,1977,Misdemeanor,0,0,0,1,0,1
Herkimer,1977,Felony,2,2,0,0,1,5
Herkimer,1977,Misdemeanor,0,5,1,12,1,19
Jefferson,1977,Felony,0,0,0,36,5,41
Jefferson,1977,Misdemeanor,0,4,1,18,12,35
Kings,1977,Felony,82,40,2,149,347,620
Kings,1977,Misdemeanor,0,40,13,1270,433,1756
Lewis,1977,Felony,1,0,0,3,0,4
Lewis,1977,Misdemeanor,0,2,0,3,2,7
Livingston,1977,Felony,0,1,0,10,1,12
Livingston,1977,Misdemeanor,0,0,0,13,3,16
Madison,1977,Felony,0,0,4,9,1,14
Madison,1977,Misdemeanor,0,1,0,14,5,20
Monroe,1977,Felony,13,15,25,99,42,194
Monroe,1977,Misdemeanor,0,5,10,142,40,197
Montgomery,1977,Felony,0,0,0,0,0,0
Montgomery,1977,Misdemeanor,0,1,1,12,6,20
Nassau,1977,Felony,17,52,29,134,64,296
Nassau,1977,Misdemeanor,0,26,92,305,154,577
New York,1977,Felony,86,96,0,102,322,606
New York,1977,Misdemeanor,0,328,8,983,409,1728
Niagara,1977,Felony,1,1,0,14,6,22
Niagara,1977,Misdemeanor,0,5,0,56,6,67
Oneida,1977,Felony,1,4,12,54,8,79
Oneida,1977,Misdemeanor,0,3,4,16,15,38
Onondaga,1977,Felony,6,14,6,57,32,115
Onondaga,1977,Misdemeanor,0,10,9,50,31,100
Ontario,1977,Felony,1,0,10,29,0,40
Ontario,1977,Misdemeanor,0,1,2,7,4,14
Orange,1977,Felony,0,1,9,10,9,29
Orange,1977,Misdemeanor,0,5,3,40,13,61
Orleans,1977,Felony,1,0,3,1,0,5
Orleans,1977,Misdemeanor,0,2,0,7,8,17
Oswego,1977,Felony,1,3,2,23,12,41
Oswego,1977,Misdemeanor,0,1,2,12,6,21
Otsego,1977,Felony,0,1,0,2,0,3
Otsego,1977,Misdemeanor,0,4,0,8,0,12
Putnam,1977,Felony,0,2,0,5,0,7
Putnam,1977,Misdemeanor,0,1,1,9,2,13
Queens,1977,Felony,23,32,0,101,188,344
Queens,1977,Misdemeanor,0,101,8,606,173,888
Rensselaer,1977,Felony,1,0,4,8,2,15
Rensselaer,1977,Misdemeanor,0,6,5,19,8,38
Richmond,1977,Felony,8,7,0,47,38,100
Richmond,1977,Misdemeanor,0,12,1,108,46,167
Rockland,1977,Felony,0,5,7,27,7,46
Rockland,1977,Misdemeanor,0,5,0,85,31,121
St. Lawrence,1977,Felony,0,1,2,2,2,7
St. Lawrence,1977,Misdemeanor,0,2,2,12,4,20
Saratoga,1977,Felony,0,1,0,2,4,7
Saratoga,1977,Misdemeanor,0,2,0,11,4,17
Schenectady,1977,Felony,1,2,0,9,3,15
Schenectady,1977,Misdemeanor,0,0,1,17,9,27
Schoharie,1977,Felony,1,2,0,2,1,6
Schoharie,1977,Misdemeanor,0,0,0,4,0,4
Schuyler,1977,Felony,1,0,0,2,0,3
Schuyler,1977,Misdemeanor,0,0,0,5,2,7
Seneca,1977,Felony,1,1,0,4,1,7
Seneca,1977,Misdemeanor,0,0,0,5,3,8
Steuben,1977,Felony,1,2,2,26,1,32
Steuben,1977,Misdemeanor,0,1,0,16,6,23
Suffolk,1977,Felony,21,31,7,130,79,268
Suffolk,1977,Misdemeanor,0,54,159,562,255,1030
Sullivan,1977,Felony,3,2,3,5,3,16
Sullivan,1977,Misdemeanor,0,2,3,19,8,32
Tioga,1977,Felony,5,0,0,7,0,12
Tioga,1977,Misdemeanor,0,0,0,7,2,9
Tompkins,1977,Felony,0,2,1,2,5,10
Tompkins,1977,Misdemeanor,0,5,2,25,12,44
Ulster,1977,Felony,6,9,0,16,3,34
Ulster,1977,Misdemeanor,0,2,0,6,2,10
Warren,1977,Felony,0,0,0,2,1,3
Warren,1977,Misdemeanor,0,4,0,18,5,27
Washington,1977,Felony,0,1,2,3,2,8
Washington,1977,Misdemeanor,0,0,2,5,2,9
Wayne,1977,Felony,0,0,1,4,0,5
Wayne,1977,Misdemeanor,0,1,1,8,4,14
Westchester,1977,Felony,12,18,42,76,47,195
Westchester,1977,Misdemeanor,0,39,7,140,70,256
Wyoming,1977,Felony,0,0,1,2,0,3
Wyoming,1977,Misdemeanor,0,0,0,5,1,6
Yates,1977,Felony,0,0,0,2,0,2
Yates,1977,Misdemeanor,0,1,0,1,1,3
Unknown,1977,Misdemeanor,0,0,0,0,0,0
Albany,1978,Felony,7,1,7,31,12,58
Albany,1978,Misdemeanor,0,27,59,261,112,459
Allegany,1978,Felony,0,0,1,6,1,8
Allegany,1978,Misdemeanor,0,0,1,20,2,23
Bronx,1978,Felony,73,34,0,159,274,540
Bronx,1978,Misdemeanor,0,37,8,495,233,773
Broome,1978,Felony,16,7,17,84,18,142
Broome,1978,Misdemeanor,0,2,3,39,25,69
Cattaraugus,1978,Felony,3,2,7,17,4,33
Cattaraugus,1978,Misdemeanor,0,3,3,18,6,30
Cayuga,1978,Felony,0,0,1,12,3,16
Cayuga,1978,Misdemeanor,0,0,0,16,10,26
Chautauqua,1978,Felony,2,1,3,28,9,43
Chautauqua,1978,Misdemeanor,0,2,3,69,35,109
Chemung,1978,Felony,3,3,10,32,10,58
Chemung,1978,Misdemeanor,0,2,33,39,25,99
Chenango,1978,Felony,0,0,4,2,0,6
Chenango,1978,Misdemeanor,0,0,3,23,3,29
Clinton,1978,Felony,1,1,4,8,1,15
Clinton,1978,Misdemeanor,0,0,2,43,10,55
Columbia,1978,Felony,0,0,2,4,0,6
Columbia,1978,Misdemeanor,0,2,3,22,11,38
Cortland,1978,Felony,1,0,0,14,4,19
Cortland,1978,Misdemeanor,0,0,3,13,7,23
Delaware,1978,Felony,0,1,0,4,1,6
Delaware,1978,Misdemeanor,0,1,0,24,6,31
Dutchess,1978,Felony,1,0,2,47,13,63
Dutchess,1978,Misdemeanor,0,9,11,99,27,146
Erie,1978,Felony,11,17,31,58,49,166
Erie,1978,Misdemeanor,0,57,93,527,304,981
Essex,1978,Felony,0,0,1,11,1,13
Essex,1978,Misdemeanor,0,0,0,6,7,13
Franklin,1978,Felony,0,2,1,7,2,12
Franklin,1978,Misdemeanor,0,0,3,16,14,33
Fulton,1978,Felony,1,1,0,0,1,3
Fulton,1978,Misdemeanor,0,0,3,27,13,43
Genesee,1978,Felony,0,3,6,13,4,26
Genesee,1978,Misdemeanor,0,1,1,25,25,52
Greene,1978,Felony,2,1,2,9,3,17
Greene,1978,Misdemeanor,0,0,3,24,12,39
Hamilton,1978,Felony,0,0,0,0,0,0
Hamilton,1978,Misdemeanor,0,0,0,3,1,4
Herkimer,1978,Felony,0,4,1,5,0,10
Herkimer,1978,Misdemeanor,0,0,0,17,3,20
Jefferson,1978,Felony,0,2,8,59,8,77
Jefferson,1978,Misdemeanor,0,6,4,36,14,60
Kings,1978,Felony,106,39,4,233,397,779
Kings,1978,Misdemeanor,0,48,24,1492,574,2138
Lewis,1978,Felony,0,0,0,3,0,3
Lewis,1978,Misdemeanor,0,0,0,13,1,14
Livingston,1978,Felony,2,1,5,13,5,26
Livingston,1978,Misdemeanor,0,0,2,19,24,45
Madison,1978,Felony,1,2,5,6,2,16
Madison,1978,Misdemeanor,0,3,5,20,15,43
Monroe,1978,Felony,15,37,42,116,49,259
Monroe,1978,Misdemeanor,0,17,16,426,124,583
Montgomery,1978,Felony,1,0,2,4,1,8
Montgomery,1978,Misdemeanor,0,3,4,17,6,30
Nassau,1978,Felony,21,62,32,155,92,362
Nassau,1978,Misdemeanor,0,37,183,710,250,1180
New York,1978,Felony,116,130,0,139,410,795
New York,1978,Misdemeanor,0,253,11,956,392,1612
Niagara,1978,Felony,4,3,2,18,7,34
Niagara,1978,Misdemeanor,0,8,9,107,52,176
